date,excellent,fair,good,link,product_id,product_name,rating,reviews
28_Oct_22,333.99,274.94,323.56,https://www.backmarket.co.uk/en-gb/p/iphone-11-128-gb-red-unlocked/fbf55c31-0707-495d-82f6-3f77c40b9eec,iPhone 11 128 GB - Red - Unlocked,iPhone 11,4.3,"1,597 reviews"
28_Oct_22,290.00,214.22,255.21,https://www.backmarket.co.uk/en-gb/p/iphone-xs-256-gb-gold-unlocked/eddc6437-fa57-4331-8ceb-8661cf52ccbb,iPhone XS 256 GB - Gold - Unlocked,iPhone XS,4.1,383 reviews
28_Oct_22,507.21,419.99,428.83,https://www.backmarket.co.uk/en-gb/p/iphone-12-128-gb-white-unlocked/fc516a2d-d3bc-4ed6-99d8-a4f51e550d4d,iPhone 12 128 GB - White - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,202.00,138.00,200.00,https://www.backmarket.co.uk/en-gb/p/iphone-8-64-gb-productred-unlocked/2defb1fb-7c30-435f-a1ff-ab879a6a0ab9,iPhone 8 64 GB - (Product)Red - Unlocked,iPhone 8,4.4,491 reviews
28_Oct_22,137.52,129.56,122.34,https://www.backmarket.co.uk/en-gb/p/iphone-8-64-gb-silver-unlocked/4775d225-bddf-44a1-8e86-e358e0706502,iPhone 8 64 GB - Silver - Unlocked,iPhone 8,4.4,491 reviews
28_Oct_22,684.00,635.97,654.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-128-gb-gold-unlocked/9d30a67d-26d0-4324-833e-60e73682f4cd,iPhone 13 Pro 128 GB - Silver - Unlocked,iPhone 13 Pro,4.5,131 reviews
28_Oct_22,684.00,637.41,654.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-128-gb-gold-unlocked/66b5fd89-47d1-40e9-b219-16e464d8c6e1,iPhone 13 Pro 128 GB - Gold - Unlocked,iPhone 13 Pro,4.5,131 reviews
28_Oct_22,419.00,379.69,399.00,https://www.backmarket.co.uk/en-gb/p/iphone-12-128-gb-green-unlocked/8e6e5d35-299d-4a09-82e3-6251e6ec4322,iPhone 12 128 GB - Green - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,,714.99,,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-128-gb-alpine-green-unlocked/35d85a1e-6fa2-4331-ad51-a6e4c2a61a9e,iPhone 13 Pro 128 GB - Alpine Green - Unlocked,iPhone 13 Pro,4.5,131 reviews
28_Oct_22,684.00,635.97,654.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-128-gb-sierra-blue-unlocked/f597a490-5e4c-450c-88a8-14be4d46f9c1,iPhone 13 Pro 128 GB - Sierra Blue - Unlocked,iPhone 13 Pro,4.5,131 reviews
28_Oct_22,439.00,381.61,399.00,https://www.backmarket.co.uk/en-gb/p/iphone-12-128-gb-productred-unlocked/d82a1609-1cb8-4620-a9eb-d7564fb665b2,iPhone 12 128 GB - (Product)Red - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,499.99,389.00,399.00,https://www.backmarket.co.uk/en-gb/p/iphone-12-128-gb-purple-unlocked/83c3488e-d01c-4329-9f2e-949f7560631f,iPhone 12 128 GB - Purple - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,217.51,188.77,189.48,https://www.backmarket.co.uk/en-gb/p/iphone-x-64-gb-silver-unlocked/8822c6ae-4e5d-4b02-a681-4b28843fce2c,iPhone X 64 GB - Silver - Unlocked,iPhone X,4.2,369 reviews
28_Oct_22,524.60,449.66,482.25,https://www.backmarket.co.uk/en-gb/p/iphone-12-pro-128-gb-gold-unlocked/6819199d-d531-4fc0-a1ee-6e63d1088b2f,iPhone 12 Pro 128 GB - Gold - Unlocked,iPhone 12 Pro,4.3,216 reviews
28_Oct_22,329.00,289.53,306.96,https://www.backmarket.co.uk/en-gb/p/iphone-11-pro-64-gb-silver-unlocked/fd9cd306-42bd-4422-a221-11a5d277c5d7,iPhone 11 Pro 64 GB - Silver - Unlocked,iPhone 11 Pro,4.1,396 reviews
28_Oct_22,210.87,210.42,214.99,https://www.backmarket.co.uk/en-gb/p/iphone-xr-64-gb-yellow-unlocked/b75f5a6b-7ec9-4d8f-97ff-578b1e86fa68,iPhone XR 64 GB - Yellow - Unlocked,iPhone XR,4.5,730 reviews
28_Oct_22,591.66,449.80,476.22,https://www.backmarket.co.uk/en-gb/p/iphone-12-pro-128-gb-silver-unlocked/3cbf20e9-63de-4bc0-80c5-a3b5bcd5794c,iPhone 12 Pro 128 GB - Silver - Unlocked,iPhone 12 Pro,4.3,216 reviews
28_Oct_22,237.83,180.54,209.99,https://www.backmarket.co.uk/en-gb/p/iphone-xr-64-gb-blue-unlocked/1c738771-4d39-4acf-9b54-52e0a3fad0df,iPhone XR 64 GB - Blue - Unlocked,iPhone XR,4.5,729 reviews
28_Oct_22,233.83,188.18,198.07,https://www.backmarket.co.uk/en-gb/p/iphone-xr-64-gb-coral-unlocked/2e06a8bc-4b47-4917-bc32-9a29a68101af,iPhone XR 64 GB - Coral - Unlocked,iPhone XR,4.5,730 reviews
28_Oct_22,329.00,288.08,314.00,https://www.backmarket.co.uk/en-gb/p/iphone-11-pro-64-gb-gold-unlocked/4142377d-80f1-4670-8f4e-fab0b6fdffd4,iPhone 11 Pro 64 GB - Gold - Unlocked,iPhone 11 Pro,4.1,397 reviews
